"BRND_CD","STO_LOC_ID","SHPG_TRXN_ID","SHPG_TRXN_LN_DT","TRXN_BGN_TM","SRC_RGST_NBR","ITM_SKU_NUM","SRC_SLS_PRSN_NUM","SRC_SLS_CSHR_NUM","FP_SLS_AMT","FP_SLS_QTY","CLR_SLS_AMT","CLR_SLS_QTY","MD_SLS_AMT","MD_SLS_QTY","GVWY_SLS_AMT","GVWY_SLS_QTY","NET_SALES","NET_SLS_QTY","RETURN_SALES","RETURN_QTY","ANGEL_TRXN","WT_UNT_CST_AMT","CUR_TKT_RTL_UNT_AMT"
"VSS","1016987"," 000000003167604774.","2017-08-02","16:37:02.000000","3","000000000023557169","0","101813806"," 0000025.95","1"," 0000000.00","0"," 0000000.00","0"," 0000000.00","0"," 000000025.95","1"," 0000000.00","0","Y"," 000006.160"," 0000025.95"
"VSS","1016463"," 000000003167601417.","2017-08-02","14:46:33.000000","4","000000000023550914","0","101744251"," 0000000.00","0"," 0000000.00","0"," 0000005.60","1"," 0000000.00","0"," 000000005.60","1"," 0000000.00","0","N"," 000001.760"," 0000010.50"
"VSS","1013602"," 000000003167594700.","2017-08-02","16:02:45.000000","3","000000000023559963","103113898","103028438"," 0000000.00","0"," 0000000.00","0"," 0000024.00","1"," 0000000.00","0"," 000000024.00","1"," 0000000.00","0","Y"," 000005.300"," 0000032.95"
"VSS","1016515"," 000000003167876629.","2017-08-02","17:36:53.000000","3","000000000023564309","103097999","101113473"," 0000000.00","0"," 0000000.00","0"," 0000005.60","1"," 0000000.00","0"," 000000005.60","1"," 0000000.00","0","N"," 000001.580"," 0000010.50"
"VSS","1016469"," 000000003167600081.","2017-08-02","17:34:35.000000","3","000000000023556167","101719076","101719076"," 0000000.00","0"," 0000000.00","0"," 0000004.23","1"," 0000000.00","0"," 000000004.23","1"," 0000000.00","0","Y"," 000001.990"," 0000010.50"
"VSS","1016988"," 000000003167876618.","2017-08-02","18:54:28.000000","4","000000000023565121","0","103061046"," 0000000.00","0"," 0000000.00","0"," 0000005.60","1"," 0000000.00","0"," 000000005.60","1"," 0000000.00","0","N"," 000001.450"," 0000010.50"
"VSS","1016454"," 000000003167874913.","2017-08-02","18:46:32.000000","3","000000000023557965","103003187","101188039"," 0000034.95","1"," 0000000.00","0"," 0000000.00","0"," 0000000.00","0"," 000000034.95","1"," 0000000.00","0","N"," 000008.110"," 0000034.95"
"VSS","1004719"," 000000003167862744.","2017-08-02","18:44:36.000000","2","000000000023524636","0","101699571"," 0000000.00","0"," 0000000.00","0"," 0000011.67","1"," 0000000.00","0"," 000000011.67","1"," 0000000.00","0","N"," 000003.560"," 0000016.50"
"VSS","1016432"," 000000003167872947.","2017-08-02","18:23:38.000000","2","000000000023552897","103106827","101255097"," 0000000.00","0"," 0000000.00","0","-0000005.60","-1"," 0000000.00","0","-000000005.60","-1"," 0000005.60","1","N"," 000001.680"," 0000010.50"
"VSS","1000170"," 000000003167549521.","2017-08-02","10:44:45.000000","3","000000000023346835","101359379","101731829"," 0000044.50","1"," 0000000.00","0"," 0000000.00","0"," 0000000.00","0"," 000000044.50","1"," 0000000.00","0","N"," 000009.880"," 0000044.50"
"VSS","1017047"," 000000003167608469.","2017-08-02","14:27:40.000000","4","000000000023579388","101634755","103085488"," 0000000.00","0"," 0000000.00","0"," 0000000.00","0"," 0000000.00","1"," 000000000.00","1"," 0000000.00","0","N"," 000007.100"," 0000058.00"
