SHPG_TRXN_LN_DT,NRF_YEAR,NRF_WEEK,NRF_MONTH,NRF_SEASON,NRF_QUARTER,NRF_DAY
1/23/2017,2017,52,1,SPRING,4,23
1/24/2017,2017,52,1,SPRING,4,24
1/25/2017,2017,52,1,SPRING,4,25
1/26/2017,2017,52,1,SPRING,4,26
1/27/2017,2017,52,1,SPRING,4,27
1/28/2017,2017,52,1,SPRING,4,28
1/29/2017,2017,1,2,SPRING,1,1
1/30/2017,2017,1,2,SPRING,1,2
1/31/2017,2017,1,2,SPRING,1,3
2/1/2017,2017,1,2,SPRING,1,4
2/2/2017,2017,1,2,SPRING,1,5
2/3/2017,2017,1,2,SPRING,1,6
2/4/2017,2017,1,2,SPRING,1,7
2/5/2017,2017,2,2,SPRING,1,8
2/6/2017,2017,2,2,SPRING,1,9
2/7/2017,2017,2,2,SPRING,1,10
2/8/2017,2017,2,2,SPRING,1,11
2/9/2017,2017,2,2,SPRING,1,12
2/10/2017,2017,2,2,SPRING,1,13
2/11/2017,2017,2,2,SPRING,1,14
2/12/2017,2017,3,2,SPRING,1,15
2/13/2017,2017,3,2,SPRING,1,16
2/14/2017,2017,3,2,SPRING,1,17
2/15/2017,2017,3,2,SPRING,1,18
2/16/2017,2017,3,2,SPRING,1,19
2/17/2017,2017,3,2,SPRING,1,20
2/18/2017,2017,3,2,SPRING,1,21
2/19/2017,2017,4,2,SPRING,1,22
2/20/2017,2017,4,2,SPRING,1,23
2/21/2017,2017,4,2,SPRING,1,24
2/22/2017,2017,4,2,SPRING,1,25
2/23/2017,2017,4,2,SPRING,1,26
2/24/2017,2017,4,2,SPRING,1,27
2/25/2017,2017,4,2,SPRING,1,28
2/26/2017,2017,5,3,SPRING,1,1
2/27/2017,2017,5,3,SPRING,1,2
2/28/2017,2017,5,3,SPRING,1,3
3/1/2017,2017,5,3,SPRING,1,4
3/2/2017,2017,5,3,SPRING,1,5
3/3/2017,2017,5,3,SPRING,1,6
3/4/2017,2017,5,3,SPRING,1,7
3/5/2017,2017,6,3,SPRING,1,8
3/6/2017,2017,6,3,SPRING,1,9
3/7/2017,2017,6,3,SPRING,1,10
3/8/2017,2017,6,3,SPRING,1,11
3/9/2017,2017,6,3,SPRING,1,12
3/10/2017,2017,6,3,SPRING,1,13
3/11/2017,2017,6,3,SPRING,1,14
3/12/2017,2017,7,3,SPRING,1,15
3/13/2017,2017,7,3,SPRING,1,16
3/14/2017,2017,7,3,SPRING,1,17
3/15/2017,2017,7,3,SPRING,1,18
3/16/2017,2017,7,3,SPRING,1,19
3/17/2017,2017,7,3,SPRING,1,20
3/18/2017,2017,7,3,SPRING,1,21
3/19/2017,2017,8,3,SPRING,1,22
3/20/2017,2017,8,3,SPRING,1,23
3/21/2017,2017,8,3,SPRING,1,24
3/22/2017,2017,8,3,SPRING,1,25
3/23/2017,2017,8,3,SPRING,1,26
3/24/2017,2017,8,3,SPRING,1,27
3/25/2017,2017,8,3,SPRING,1,28
3/26/2017,2017,9,3,SPRING,1,29
3/27/2017,2017,9,3,SPRING,1,30
3/28/2017,2017,9,3,SPRING,1,31
3/29/2017,2017,9,3,SPRING,1,32
3/30/2017,2017,9,3,SPRING,1,33
3/31/2017,2017,9,3,SPRING,1,34
4/1/2017,2017,9,3,SPRING,1,35
4/2/2017,2017,10,4,SPRING,1,1
4/3/2017,2017,10,4,SPRING,1,2
4/4/2017,2017,10,4,SPRING,1,3
4/5/2017,2017,10,4,SPRING,1,4
4/6/2017,2017,10,4,SPRING,1,5
4/7/2017,2017,10,4,SPRING,1,6
4/8/2017,2017,10,4,SPRING,1,7
4/9/2017,2017,11,4,SPRING,1,8
4/10/2017,2017,11,4,SPRING,1,9
4/11/2017,2017,11,4,SPRING,1,10
4/12/2017,2017,11,4,SPRING,1,11
4/13/2017,2017,11,4,SPRING,1,12
4/14/2017,2017,11,4,SPRING,1,13
4/15/2017,2017,11,4,SPRING,1,14
4/16/2017,2017,12,4,SPRING,1,15
4/17/2017,2017,12,4,SPRING,1,16
4/18/2017,2017,12,4,SPRING,1,17
4/19/2017,2017,12,4,SPRING,1,18
4/20/2017,2017,12,4,SPRING,1,19
4/21/2017,2017,12,4,SPRING,1,20
4/22/2017,2017,12,4,SPRING,1,21
4/23/2017,2017,13,4,SPRING,1,22
4/24/2017,2017,13,4,SPRING,1,23
4/25/2017,2017,13,4,SPRING,1,24
4/26/2017,2017,13,4,SPRING,1,25
4/27/2017,2017,13,4,SPRING,1,26
4/28/2017,2017,13,4,SPRING,1,27
4/29/2017,2017,13,4,SPRING,1,28
4/30/2017,2017,14,5,SPRING,2,1
5/1/2017,2017,14,5,SPRING,2,2
5/2/2017,2017,14,5,SPRING,2,3
5/3/2017,2017,14,5,SPRING,2,4
5/4/2017,2017,14,5,SPRING,2,5
5/5/2017,2017,14,5,SPRING,2,6
5/6/2017,2017,14,5,SPRING,2,7
5/7/2017,2017,15,5,SPRING,2,8
5/8/2017,2017,15,5,SPRING,2,9
5/9/2017,2017,15,5,SPRING,2,10
5/10/2017,2017,15,5,SPRING,2,11
5/11/2017,2017,15,5,SPRING,2,12
5/12/2017,2017,15,5,SPRING,2,13
5/13/2017,2017,15,5,SPRING,2,14
5/14/2017,2017,16,5,SPRING,2,15
5/15/2017,2017,16,5,SPRING,2,16
5/16/2017,2017,16,5,SPRING,2,17
5/17/2017,2017,16,5,SPRING,2,18
5/18/2017,2017,16,5,SPRING,2,19
5/19/2017,2017,16,5,SPRING,2,20
5/20/2017,2017,16,5,SPRING,2,21
5/21/2017,2017,17,5,SPRING,2,22
5/22/2017,2017,17,5,SPRING,2,23
5/23/2017,2017,17,5,SPRING,2,24
5/24/2017,2017,17,5,SPRING,2,25
5/25/2017,2017,17,5,SPRING,2,26
5/26/2017,2017,17,5,SPRING,2,27
5/27/2017,2017,17,5,SPRING,2,28
5/28/2017,2017,18,6,SPRING,2,1
5/29/2017,2017,18,6,SPRING,2,2
5/30/2017,2017,18,6,SPRING,2,3
5/31/2017,2017,18,6,SPRING,2,4
6/1/2017,2017,18,6,SPRING,2,5
6/2/2017,2017,18,6,SPRING,2,6
6/3/2017,2017,18,6,SPRING,2,7
6/4/2017,2017,19,6,SPRING,2,8
6/5/2017,2017,19,6,SPRING,2,9
6/6/2017,2017,19,6,SPRING,2,10
6/7/2017,2017,19,6,SPRING,2,11
6/8/2017,2017,19,6,SPRING,2,12
6/9/2017,2017,19,6,SPRING,2,13
6/10/2017,2017,19,6,SPRING,2,14
6/11/2017,2017,20,6,SPRING,2,15
6/12/2017,2017,20,6,SPRING,2,16
6/13/2017,2017,20,6,SPRING,2,17
6/14/2017,2017,20,6,SPRING,2,18
6/15/2017,2017,20,6,SPRING,2,19
6/16/2017,2017,20,6,SPRING,2,20
6/17/2017,2017,20,6,SPRING,2,21
6/18/2017,2017,21,6,SPRING,2,22
6/19/2017,2017,21,6,SPRING,2,23
6/20/2017,2017,21,6,SPRING,2,24
6/21/2017,2017,21,6,SPRING,2,25
6/22/2017,2017,21,6,SPRING,2,26
6/23/2017,2017,21,6,SPRING,2,27
6/24/2017,2017,21,6,SPRING,2,28
6/25/2017,2017,22,6,SPRING,2,29
6/26/2017,2017,22,6,SPRING,2,30
6/27/2017,2017,22,6,SPRING,2,31
6/28/2017,2017,22,6,SPRING,2,32
6/29/2017,2017,22,6,SPRING,2,33
6/30/2017,2017,22,6,SPRING,2,34
7/1/2017,2017,22,6,SPRING,2,35
7/2/2017,2017,23,7,SPRING,2,1
7/3/2017,2017,23,7,SPRING,2,2
7/4/2017,2017,23,7,SPRING,2,3
7/5/2017,2017,23,7,SPRING,2,4
7/6/2017,2017,23,7,SPRING,2,5
7/7/2017,2017,23,7,SPRING,2,6
7/8/2017,2017,23,7,SPRING,2,7
7/9/2017,2017,24,7,SPRING,2,8
7/10/2017,2017,24,7,SPRING,2,9
7/11/2017,2017,24,7,SPRING,2,10
7/12/2017,2017,24,7,SPRING,2,11
7/13/2017,2017,24,7,SPRING,2,12
7/14/2017,2017,24,7,SPRING,2,13
7/15/2017,2017,24,7,SPRING,2,14
7/16/2017,2017,25,7,SPRING,2,15
7/17/2017,2017,25,7,SPRING,2,16
7/18/2017,2017,25,7,SPRING,2,17
7/19/2017,2017,25,7,SPRING,2,18
7/20/2017,2017,25,7,SPRING,2,19
7/21/2017,2017,25,7,SPRING,2,20
7/22/2017,2017,25,7,SPRING,2,21
7/23/2017,2017,26,7,SPRING,2,22
7/24/2017,2017,26,7,SPRING,2,23
7/25/2017,2017,26,7,SPRING,2,24
7/26/2017,2017,26,7,SPRING,2,25
7/27/2017,2017,26,7,SPRING,2,26
7/28/2017,2017,26,7,SPRING,2,27
7/29/2017,2017,26,7,SPRING,2,28
7/30/2017,2017,27,8,FALL,3,1
7/31/2017,2017,27,8,FALL,3,2
8/1/2017,2017,27,8,FALL,3,3
8/2/2017,2017,27,8,FALL,3,4
8/3/2017,2017,27,8,FALL,3,5
8/4/2017,2017,27,8,FALL,3,6
8/5/2017,2017,27,8,FALL,3,7
8/6/2017,2017,28,8,FALL,3,8
8/7/2017,2017,28,8,FALL,3,9
8/8/2017,2017,28,8,FALL,3,10
8/9/2017,2017,28,8,FALL,3,11
8/10/2017,2017,28,8,FALL,3,12
8/11/2017,2017,28,8,FALL,3,13
8/12/2017,2017,28,8,FALL,3,14
8/13/2017,2017,29,8,FALL,3,15
8/14/2017,2017,29,8,FALL,3,16
8/15/2017,2017,29,8,FALL,3,17
8/16/2017,2017,29,8,FALL,3,18
8/17/2017,2017,29,8,FALL,3,19
8/18/2017,2017,29,8,FALL,3,20
8/19/2017,2017,29,8,FALL,3,21
8/20/2017,2017,30,8,FALL,3,22
8/21/2017,2017,30,8,FALL,3,23
8/22/2017,2017,30,8,FALL,3,24
8/23/2017,2017,30,8,FALL,3,25
8/24/2017,2017,30,8,FALL,3,26
8/25/2017,2017,30,8,FALL,3,27
8/26/2017,2017,30,8,FALL,3,28
8/27/2017,2017,31,9,FALL,3,1
8/28/2017,2017,31,9,FALL,3,2
8/29/2017,2017,31,9,FALL,3,3
8/30/2017,2017,31,9,FALL,3,4
8/31/2017,2017,31,9,FALL,3,5
9/1/2017,2017,31,9,FALL,3,6
9/2/2017,2017,31,9,FALL,3,7
9/3/2017,2017,32,9,FALL,3,8
9/4/2017,2017,32,9,FALL,3,9
9/5/2017,2017,32,9,FALL,3,10
9/6/2017,2017,32,9,FALL,3,11
9/7/2017,2017,32,9,FALL,3,12
9/8/2017,2017,32,9,FALL,3,13
9/9/2017,2017,32,9,FALL,3,14
9/10/2017,2017,33,9,FALL,3,15
9/11/2017,2017,33,9,FALL,3,16
9/12/2017,2017,33,9,FALL,3,17
9/13/2017,2017,33,9,FALL,3,18
9/14/2017,2017,33,9,FALL,3,19
9/15/2017,2017,33,9,FALL,3,20
9/16/2017,2017,33,9,FALL,3,21
9/17/2017,2017,34,9,FALL,3,22
9/18/2017,2017,34,9,FALL,3,23
9/19/2017,2017,34,9,FALL,3,24
9/20/2017,2017,34,9,FALL,3,25
9/21/2017,2017,34,9,FALL,3,26
9/22/2017,2017,34,9,FALL,3,27
9/23/2017,2017,34,9,FALL,3,28
9/24/2017,2017,35,9,FALL,3,29
9/25/2017,2017,35,9,FALL,3,30
9/26/2017,2017,35,9,FALL,3,31
9/27/2017,2017,35,9,FALL,3,32
9/28/2017,2017,35,9,FALL,3,33
9/29/2017,2017,35,9,FALL,3,34
9/30/2017,2017,35,9,FALL,3,35
10/1/2017,2017,36,10,FALL,3,1
10/2/2017,2017,36,10,FALL,3,2
10/3/2017,2017,36,10,FALL,3,3
10/4/2017,2017,36,10,FALL,3,4
10/5/2017,2017,36,10,FALL,3,5
10/6/2017,2017,36,10,FALL,3,6
10/7/2017,2017,36,10,FALL,3,7
10/8/2017,2017,37,10,FALL,3,8
10/9/2017,2017,37,10,FALL,3,9
10/10/2017,2017,37,10,FALL,3,10
10/11/2017,2017,37,10,FALL,3,11
10/12/2017,2017,37,10,FALL,3,12
10/13/2017,2017,37,10,FALL,3,13
10/14/2017,2017,37,10,FALL,3,14
10/15/2017,2017,38,10,FALL,3,15
10/16/2017,2017,38,10,FALL,3,16
10/17/2017,2017,38,10,FALL,3,17
10/18/2017,2017,38,10,FALL,3,18
10/19/2017,2017,38,10,FALL,3,19
10/20/2017,2017,38,10,FALL,3,20
10/21/2017,2017,38,10,FALL,3,21
10/22/2017,2017,39,10,FALL,3,22
10/23/2017,2017,39,10,FALL,3,23
10/24/2017,2017,39,10,FALL,3,24
10/25/2017,2017,39,10,FALL,3,25
10/26/2017,2017,39,10,FALL,3,26
10/27/2017,2017,39,10,FALL,3,27
10/28/2017,2017,39,10,FALL,3,28
10/29/2017,2017,40,11,FALL,4,1
10/30/2017,2017,40,11,FALL,4,2
10/31/2017,2017,40,11,FALL,4,3
11/1/2017,2017,40,11,FALL,4,4
11/2/2017,2017,40,11,FALL,4,5
11/3/2017,2017,40,11,FALL,4,6
11/4/2017,2017,40,11,FALL,4,7
11/5/2017,2017,41,11,FALL,4,8
11/6/2017,2017,41,11,FALL,4,9
11/7/2017,2017,41,11,FALL,4,10
11/8/2017,2017,41,11,FALL,4,11
11/9/2017,2017,41,11,FALL,4,12
11/10/2017,2017,41,11,FALL,4,13
11/11/2017,2017,41,11,FALL,4,14
11/12/2017,2017,42,11,FALL,4,15
11/13/2017,2017,42,11,FALL,4,16
11/14/2017,2017,42,11,FALL,4,17
11/15/2017,2017,42,11,FALL,4,18
11/16/2017,2017,42,11,FALL,4,19
11/17/2017,2017,42,11,FALL,4,20
11/18/2017,2017,42,11,FALL,4,21
11/19/2017,2017,43,11,FALL,4,22
11/20/2017,2017,43,11,FALL,4,23
11/21/2017,2017,43,11,FALL,4,24
11/22/2017,2017,43,11,FALL,4,25
11/23/2017,2017,43,11,FALL,4,26
11/24/2017,2017,43,11,FALL,4,27
11/25/2017,2017,43,11,FALL,4,28
11/26/2017,2017,44,12,FALL,4,1
11/27/2017,2017,44,12,FALL,4,2
11/28/2017,2017,44,12,FALL,4,3
11/29/2017,2017,44,12,FALL,4,4
11/30/2017,2017,44,12,FALL,4,5
12/1/2017,2017,44,12,FALL,4,6
12/2/2017,2017,44,12,FALL,4,7
12/3/2017,2017,45,12,FALL,4,8
12/4/2017,2017,45,12,FALL,4,9
12/5/2017,2017,45,12,FALL,4,10
12/6/2017,2017,45,12,FALL,4,11
12/7/2017,2017,45,12,FALL,4,12
12/8/2017,2017,45,12,FALL,4,13
12/9/2017,2017,45,12,FALL,4,14
12/10/2017,2017,46,12,FALL,4,15
12/11/2017,2017,46,12,FALL,4,16
12/12/2017,2017,46,12,FALL,4,17
12/13/2017,2017,46,12,FALL,4,18
12/14/2017,2017,46,12,FALL,4,19
12/15/2017,2017,46,12,FALL,4,20
12/16/2017,2017,46,12,FALL,4,21
12/17/2017,2017,47,12,FALL,4,22
12/18/2017,2017,47,12,FALL,4,23
12/19/2017,2017,47,12,FALL,4,24
12/20/2017,2017,47,12,FALL,4,25
12/21/2017,2017,47,12,FALL,4,26
12/22/2017,2017,47,12,FALL,4,27
12/23/2017,2017,47,12,FALL,4,28
12/24/2017,2017,48,12,FALL,4,29
12/25/2017,2017,48,12,FALL,4,30
12/26/2017,2017,48,12,FALL,4,31
12/27/2017,2017,48,12,FALL,4,32
12/28/2017,2017,48,12,FALL,4,33
12/29/2017,2017,48,12,FALL,4,34
12/30/2017,2017,48,12,FALL,4,35
